loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,purpose,dti,delinq_2yrs,fico_score,inq_last_6mths,open_acc,revol_util,total_acc,tot_cur_bal,total_rev_hi_lim,num_tl_op_past_12m,acc_now_delinq,pub_rec_bankruptcies
5000.0,36,20.99,4,10,2,56000.0,0,25.91,0.0,672.0,1.0,15.0,37.2,31.0,101533.0,15100.0,10.0,0.0,0.0
10000.0,36,13.49,2,10,2,110000.0,2,16.45,0.0,662.0,0.0,12.0,80.8,25.0,370157.0,23300.0,2.0,0.0,0.0
4000.0,36,12.79,2,2,2,102000.0,1,4.15,0.0,677.0,1.0,6.0,36.6,20.0,8292.0,10800.0,3.0,0.0,0.0
8000.0,36,6.49,0,8,2,80000.0,0,15.68,0.0,762.0,0.0,12.0,42.8,22.0,159574.0,54500.0,0.0,0.0,0.0
20000.0,60,16.59,3,10,2,105000.0,1,16.48,0.0,677.0,1.0,13.0,92.4,14.0,425952.0,20500.0,4.0,0.0,0.0
20000.0,36,13.99,2,10,0,60000.0,0,13.97,0.0,682.0,0.0,9.0,50.4,14.0,28189.0,55500.0,2.0,0.0,0.0
3000.0,36,5.32,0,9,2,78000.0,2,22.11,0.0,772.0,0.0,14.0,20.2,24.0,122270.0,61300.0,1.0,0.0,0.0
24000.0,36,9.17,1,8,2,26000.0,1,27.05,1.0,672.0,0.0,10.0,63.3,24.0,166654.0,27300.0,1.0,0.0,0.0
35000.0,36,14.49,2,0,0,110000.0,12,14.85,0.0,672.0,0.0,14.0,62.9,21.0,49089.0,30600.0,1.0,0.0,0.0
35000.0,36,7.49,0,10,2,300000.0,1,15.64,0.0,702.0,0.0,13.0,77.0,23.0,416813.0,154950.0,1.0,0.0,0.0
40000.0,36,9.49,1,10,2,180000.0,1,10.11,0.0,697.0,1.0,8.0,55.6,27.0,54256.0,40000.0,2.0,0.0,0.0
14000.0,60,14.99,2,1,0,115000.0,5,8.12,2.0,662.0,1.0,16.0,81.7,39.0,25422.0,31100.0,1.0,0.0,0.0
20000.0,36,13.49,2,10,2,89000.0,0,3.95,0.0,712.0,3.0,10.0,20.7,14.0,155567.0,33100.0,5.0,0.0,0.0
5000.0,36,14.99,2,5,2,101000.0,5,12.5,1.0,662.0,3.0,11.0,55.2,29.0,36903.0,13800.0,2.0,0.0,0.0
5000.0,36,9.75,1,10,2,44500.0,12,22.25,0.0,742.0,0.0,14.0,28.9,20.0,79753.0,29400.0,4.0,0.0,0.0
15000.0,36,12.99,2,3,2,130000.0,0,22.81,1.0,677.0,1.0,21.0,50.0,27.0,373538.0,54900.0,8.0,0.0,0.0
30000.0,60,23.99,4,3,2,107000.0,0,30.25,0.0,677.0,1.0,20.0,65.0,26.0,197656.0,43850.0,3.0,0.0,0.0
16800.0,36,8.24,1,4,2,165000.0,6,18.61,3.0,672.0,0.0,17.0,49.7,27.0,194865.0,64200.0,2.0,0.0,0.0
11400.0,36,14.49,2,1,0,22800.0,0,29.89,0.0,677.0,0.0,7.0,32.6,25.0,39261.0,21000.0,0.0,0.0,1.0
9500.0,36,8.39,1,4,0,51000.0,0,8.39,8.0,702.0,1.0,15.0,15.0,27.0,56553.0,30800.0,7.0,0.0,0.0
20000.0,36,9.49,1,10,0,95000.0,0,13.57,0.0,687.0,0.0,10.0,47.0,20.0,26558.0,34100.0,3.0,0.0,0.0
2000.0,36,10.99,1,5,0,55000.0,6,8.07,0.0,667.0,0.0,3.0,21.2,3.0,8574.0,9300.0,0.0,0.0,0.0
10000.0,36,11.99,2,10,2,90000.0,1,10.77,0.0,687.0,0.0,13.0,43.9,14.0,238175.0,19200.0,2.0,0.0,0.0
6400.0,36,11.49,1,10,2,54000.0,1,5.17,0.0,667.0,3.0,9.0,47.4,12.0,117303.0,12700.0,5.0,0.0,0.0
25000.0,36,17.27,3,0,2,137562.0,0,34.17,1.0,662.0,1.0,27.0,78.9,45.0,344518.0,48000.0,6.0,0.0,0.0
30000.0,36,10.49,1,7,0,100000.0,2,17.09,0.0,712.0,0.0,10.0,64.2,14.0,45674.0,43500.0,0.0,0.0,0.0
9600.0,36,5.32,0,5,2,76000.0,0,21.59,1.0,687.0,0.0,25.0,52.9,35.0,56822.0,25500.0,0.0,0.0,0.0
7800.0,36,10.49,1,3,2,28000.0,1,29.1,0.0,677.0,0.0,20.0,51.6,32.0,78386.0,12500.0,0.0,0.0,0.0
7000.0,36,9.16,1,9,2,71000.0,1,21.75,1.0,682.0,0.0,23.0,12.6,49.0,104399.0,55300.0,3.0,1.0,0.0
24000.0,36,7.39,0,4,0,100000.0,0,21.76,0.0,682.0,1.0,17.0,50.3,35.0,37539.0,30200.0,3.0,0.0,0.0
16000.0,60,15.31,2,3,0,71000.0,8,27.99,0.0,672.0,0.0,18.0,56.5,23.0,43406.0,49700.0,1.0,0.0,0.0
20250.0,36,15.59,2,10,2,55000.0,1,13.09,0.0,682.0,0.0,11.0,82.9,20.0,21224.0,25600.0,2.0,0.0,0.0
16475.0,60,25.88,5,-1,0,39250.0,0,36.24,0.0,702.0,0.0,8.0,96.6,26.0,44157.0,21800.0,2.0,0.0,0.0
6000.0,36,9.75,1,1,0,35000.0,0,30.63,0.0,662.0,0.0,14.0,17.3,31.0,57758.0,51600.0,3.0,0.0,0.0
10000.0,36,9.16,1,-1,0,30000.0,0,16.88,0.0,672.0,0.0,11.0,58.4,12.0,71069.0,16800.0,1.0,0.0,0.0
11200.0,36,10.99,1,6,0,35000.0,1,28.16,0.0,667.0,0.0,7.0,66.4,26.0,30377.0,6900.0,2.0,0.0,2.0
20000.0,60,6.97,0,10,2,52000.0,11,17.22,0.0,807.0,0.0,13.0,10.9,30.0,108043.0,36700.0,1.0,0.0,0.0
15000.0,36,11.47,1,3,2,72800.0,0,21.05,0.0,687.0,1.0,11.0,63.5,14.0,151218.0,31200.0,2.0,0.0,0.0
3600.0,36,10.75,1,6,2,30000.0,12,28.92,0.0,782.0,0.0,9.0,26.0,19.0,104327.0,31000.0,1.0,0.0,0.0
12000.0,36,5.32,0,0,0,90000.0,1,14.75,0.0,707.0,0.0,10.0,64.8,15.0,64467.0,68800.0,0.0,0.0,0.0
18000.0,36,9.49,1,10,2,84000.0,0,11.6,0.0,702.0,0.0,7.0,71.6,28.0,254493.0,26200.0,0.0,0.0,0.0
25000.0,36,6.49,0,5,0,130000.0,0,24.81,0.0,712.0,0.0,15.0,59.5,25.0,73108.0,89400.0,0.0,0.0,0.0
6000.0,36,9.17,1,-1,0,68800.0,0,3.26,0.0,677.0,1.0,8.0,53.1,14.0,5368.0,10100.0,2.0,0.0,1.0
17000.0,36,11.49,1,8,1,58000.0,0,32.67,0.0,697.0,0.0,11.0,65.1,12.0,39383.0,21700.0,0.0,0.0,0.0
8000.0,36,13.67,2,2,0,39600.0,8,22.61,0.0,692.0,0.0,29.0,49.7,47.0,72994.0,21900.0,2.0,0.0,0.0
10000.0,60,19.99,4,2,0,36000.0,0,30.23,0.0,677.0,1.0,15.0,35.9,23.0,54157.0,32200.0,4.0,0.0,0.0
20000.0,36,8.39,1,10,2,100000.0,0,30.22,0.0,692.0,0.0,11.0,71.4,16.0,136148.0,50100.0,0.0,0.0,0.0
3000.0,36,10.49,1,10,2,60000.0,12,13.0,0.0,717.0,0.0,10.0,0.5,30.0,348333.0,20700.0,3.0,0.0,1.0
7000.0,36,6.49,0,1,0,26000.0,4,6.69,0.0,807.0,0.0,7.0,13.5,18.0,5660.0,42000.0,1.0,0.0,0.0
40000.0,36,15.59,2,-1,2,90000.0,1,30.98,0.0,732.0,1.0,12.0,59.5,33.0,249038.0,72700.0,2.0,0.0,0.0
24000.0,36,13.99,2,10,2,84000.0,9,3.99,2.0,697.0,0.0,8.0,36.2,17.0,140021.0,22100.0,2.0,0.0,0.0
11000.0,36,6.99,0,0,2,48000.0,1,17.03,0.0,747.0,0.0,8.0,46.7,15.0,82930.0,27800.0,0.0,0.0,0.0
10000.0,60,12.99,2,5,2,65000.0,1,34.47,0.0,667.0,0.0,11.0,60.6,37.0,132467.0,20900.0,2.0,0.0,2.0
15800.0,36,23.99,4,10,2,52000.0,0,34.13,0.0,687.0,1.0,17.0,34.4,26.0,115750.0,24200.0,4.0,0.0,1.0
5000.0,36,18.99,3,10,2,80000.0,2,30.84,0.0,687.0,0.0,11.0,100.1,25.0,314247.0,70800.0,0.0,0.0,0.0
5600.0,36,9.75,1,3,0,48000.0,0,20.3,0.0,672.0,3.0,12.0,78.3,24.0,33287.0,3200.0,2.0,0.0,0.0
5500.0,36,20.75,4,9,2,55000.0,2,32.93,0.0,677.0,1.0,17.0,66.0,28.0,143044.0,52700.0,5.0,0.0,0.0
3100.0,36,13.49,2,1,0,38000.0,6,30.2,0.0,822.0,0.0,10.0,9.0,40.0,49657.0,22750.0,1.0,0.0,0.0
15000.0,36,13.49,2,10,2,87000.0,1,33.49,0.0,687.0,1.0,30.0,47.6,60.0,219486.0,30400.0,3.0,0.0,0.0
18500.0,60,19.53,3,10,2,70000.0,0,5.18,0.0,677.0,2.0,10.0,38.1,21.0,130422.0,16300.0,2.0,0.0,0.0
8075.0,36,22.45,4,0,1,34000.0,3,4.62,0.0,672.0,1.0,16.0,64.0,30.0,37106.0,5600.0,2.0,0.0,0.0
6000.0,36,11.49,1,0,2,45000.0,2,22.24,0.0,707.0,0.0,7.0,31.7,28.0,30265.0,9600.0,2.0,0.0,0.0
10000.0,36,17.27,3,10,1,70000.0,2,24.48,14.0,682.0,2.0,14.0,89.4,60.0,118295.0,5800.0,4.0,0.0,0.0
20800.0,36,5.32,0,4,0,110000.0,0,18.89,0.0,787.0,0.0,6.0,31.8,12.0,30975.0,35500.0,1.0,0.0,0.0
7125.0,36,15.59,2,-1,2,21000.0,0,30.46,1.0,687.0,1.0,14.0,29.1,31.0,47601.0,22100.0,1.0,0.0,1.0
10400.0,36,9.75,1,0,2,40000.0,1,18.91,1.0,667.0,0.0,17.0,28.2,24.0,22464.0,25700.0,2.0,0.0,0.0
9600.0,36,11.99,2,10,2,27000.0,0,34.49,0.0,677.0,0.0,7.0,43.5,19.0,22003.0,17000.0,0.0,0.0,0.0
21000.0,36,7.39,0,10,2,130000.0,0,17.56,0.0,702.0,0.0,17.0,48.0,32.0,242244.0,54400.0,2.0,0.0,0.0
11000.0,36,5.32,0,-1,2,85000.0,1,17.17,0.0,757.0,0.0,30.0,5.4,70.0,492161.0,206500.0,6.0,0.0,0.0
2000.0,36,10.75,1,-1,1,17618.0,1,4.09,0.0,732.0,0.0,2.0,37.1,4.0,1819.0,4900.0,0.0,0.0,0.0
16000.0,36,7.39,0,10,0,59000.0,11,6.02,0.0,717.0,0.0,3.0,0.0,16.0,14303.0,3500.0,0.0,0.0,0.0
6600.0,36,5.32,0,2,2,160000.0,0,5.41,0.0,712.0,0.0,5.0,13.3,18.0,203645.0,28000.0,3.0,0.0,0.0
30000.0,60,12.99,2,3,0,65000.0,11,19.09,0.0,772.0,0.0,16.0,6.4,38.0,182773.0,54000.0,4.0,0.0,0.0
12000.0,60,12.99,2,9,2,87000.0,2,9.85,0.0,737.0,0.0,7.0,20.3,16.0,432010.0,20200.0,2.0,0.0,0.0
20950.0,36,17.27,3,3,0,300000.0,1,5.85,0.0,697.0,1.0,14.0,64.9,25.0,58743.0,89800.0,2.0,0.0,0.0
25000.0,60,7.39,0,10,2,120000.0,0,18.18,0.0,742.0,0.0,13.0,17.7,29.0,68128.0,25500.0,2.0,0.0,0.0
18000.0,36,12.74,2,2,0,54000.0,1,19.18,0.0,702.0,0.0,5.0,67.9,5.0,39345.0,13500.0,1.0,0.0,0.0
16000.0,36,9.16,1,3,2,165000.0,0,10.35,6.0,682.0,0.0,10.0,73.4,26.0,430188.0,18200.0,2.0,0.0,0.0
24000.0,60,12.99,2,4,2,68600.0,2,25.45,0.0,677.0,0.0,10.0,81.4,20.0,205625.0,17100.0,2.0,0.0,1.0
5500.0,36,9.8,1,1,2,91000.0,2,9.79,0.0,667.0,1.0,7.0,79.3,23.0,315377.0,11000.0,4.0,0.0,0.0
10000.0,36,13.99,2,1,0,13608.0,0,32.72,0.0,702.0,0.0,5.0,70.5,30.0,70276.0,7300.0,1.0,0.0,0.0
6800.0,36,14.46,2,2,0,25000.0,1,24.77,0.0,717.0,0.0,6.0,63.4,13.0,23173.0,8000.0,2.0,0.0,0.0
15775.0,36,12.74,2,10,1,41600.0,0,19.41,0.0,672.0,0.0,21.0,31.8,30.0,18483.0,57200.0,4.0,0.0,0.0
6000.0,36,11.44,1,10,2,60000.0,0,21.44,0.0,667.0,0.0,9.0,79.7,22.0,95077.0,7400.0,4.0,0.0,2.0
4500.0,36,11.49,1,10,2,65000.0,6,16.23,0.0,662.0,1.0,9.0,47.0,31.0,92921.0,12200.0,2.0,0.0,1.0
35000.0,60,19.53,3,8,2,94500.0,2,27.53,0.0,697.0,0.0,15.0,68.4,39.0,143576.0,47900.0,1.0,0.0,0.0
2400.0,36,14.46,2,10,0,45000.0,2,38.93,0.0,667.0,0.0,13.0,97.6,32.0,182185.0,26400.0,1.0,0.0,0.0
12000.0,60,15.31,2,1,0,55000.0,0,20.99,2.0,662.0,0.0,10.0,0.0,25.0,32069.0,9400.0,4.0,0.0,0.0
3000.0,36,16.99,3,8,0,70000.0,5,26.57,1.0,687.0,1.0,22.0,53.0,35.0,47465.0,30500.0,5.0,0.0,0.0
4000.0,36,7.39,0,1,0,25000.0,1,20.55,0.0,742.0,0.0,6.0,22.0,6.0,18797.0,11100.0,2.0,0.0,0.0
8000.0,36,11.49,1,10,2,70000.0,12,3.08,0.0,722.0,1.0,5.0,39.3,9.0,41712.0,10200.0,2.0,0.0,0.0
35000.0,36,16.99,3,4,0,82000.0,0,34.96,0.0,702.0,1.0,23.0,43.5,45.0,83519.0,156700.0,3.0,0.0,0.0
11000.0,36,8.39,1,2,0,210000.0,0,4.56,0.0,742.0,0.0,7.0,63.9,24.0,26419.0,19000.0,1.0,0.0,0.0
9000.0,36,8.39,1,10,0,70000.0,0,7.95,0.0,712.0,0.0,6.0,22.3,9.0,7187.0,17000.0,0.0,0.0,0.0
14000.0,60,9.49,1,0,2,96000.0,2,25.67,1.0,707.0,0.0,15.0,68.1,61.0,509127.0,26200.0,4.0,0.0,0.0
30000.0,36,7.99,0,1,0,108000.0,0,17.58,1.0,742.0,0.0,13.0,30.1,29.0,179928.0,23500.0,0.0,0.0,0.0
15000.0,36,11.99,2,-1,2,72000.0,1,15.98,0.0,672.0,0.0,17.0,47.8,28.0,272916.0,25300.0,4.0,0.0,0.0
7000.0,36,15.59,2,10,0,56000.0,0,12.28,0.0,667.0,2.0,12.0,26.8,20.0,9415.0,18000.0,6.0,0.0,0.0
5000.0,36,12.99,2,3,2,49000.0,1,21.99,0.0,672.0,3.0,15.0,34.8,46.0,37391.0,20700.0,2.0,0.0,1.0
5000.0,36,8.39,1,-1,0,39000.0,1,13.66,1.0,672.0,0.0,6.0,83.2,10.0,12396.0,6000.0,1.0,0.0,0.0
15175.0,36,15.59,2,9,2,115000.0,11,10.52,0.0,712.0,1.0,6.0,10.1,12.0,35098.0,15200.0,1.0,0.0,0.0
30000.0,60,10.75,1,10,2,97000.0,0,12.48,0.0,707.0,0.0,10.0,53.4,16.0,189887.0,46900.0,0.0,0.0,0.0
10000.0,36,7.49,0,6,2,65000.0,0,16.16,0.0,682.0,0.0,11.0,30.5,26.0,401786.0,40300.0,2.0,0.0,1.0
8000.0,36,7.24,0,7,2,60000.0,0,9.14,0.0,702.0,0.0,5.0,49.5,12.0,18331.0,5000.0,1.0,0.0,1.0
12800.0,60,13.49,2,9,2,48800.0,0,9.81,0.0,737.0,0.0,9.0,10.1,32.0,112988.0,32900.0,3.0,0.0,0.0
18000.0,60,10.75,1,0,0,52000.0,0,15.07,0.0,747.0,0.0,14.0,34.0,20.0,70785.0,15100.0,1.0,0.0,0.0
12000.0,36,11.49,1,10,2,50000.0,1,14.69,0.0,712.0,1.0,15.0,40.5,20.0,126764.0,24200.0,4.0,0.0,0.0
15000.0,36,7.39,0,10,2,90000.0,0,9.47,2.0,697.0,0.0,5.0,92.8,20.0,245982.0,7800.0,0.0,0.0,0.0
11800.0,36,5.32,0,3,0,108000.0,1,12.94,0.0,712.0,1.0,9.0,47.1,20.0,112380.0,25000.0,0.0,0.0,0.0
24000.0,60,13.99,2,7,1,98000.0,0,13.47,0.0,697.0,0.0,5.0,34.6,13.0,44915.0,19100.0,2.0,0.0,1.0
24000.0,36,11.49,1,3,2,93000.0,2,17.72,0.0,697.0,0.0,15.0,59.5,32.0,102643.0,16800.0,3.0,0.0,0.0
7500.0,36,10.75,1,1,0,40000.0,0,2.55,0.0,747.0,1.0,10.0,2.5,12.0,33843.0,33300.0,2.0,0.0,0.0
35000.0,36,13.99,2,2,1,174000.0,2,3.18,2.0,672.0,0.0,8.0,0.0,33.0,10198.0,56500.0,1.0,0.0,0.0
6000.0,36,9.16,1,-1,0,65000.0,0,27.22,0.0,687.0,0.0,14.0,53.2,24.0,24211.0,28700.0,3.0,0.0,0.0
20000.0,36,10.75,1,4,2,110000.0,12,13.07,0.0,702.0,2.0,10.0,52.4,32.0,218531.0,23600.0,1.0,0.0,0.0
17600.0,36,12.79,2,7,0,50000.0,1,27.58,1.0,667.0,0.0,14.0,59.8,25.0,49928.0,33700.0,1.0,0.0,0.0
7200.0,36,7.99,0,-1,2,82000.0,6,17.4,0.0,712.0,0.0,11.0,33.0,32.0,34748.0,19400.0,1.0,0.0,0.0
6000.0,36,14.99,2,4,0,35000.0,8,56.69,0.0,717.0,0.0,12.0,33.6,16.0,48693.0,27600.0,1.0,0.0,0.0
28000.0,36,13.67,2,10,2,120000.0,0,19.84,0.0,682.0,0.0,11.0,68.1,30.0,58341.0,34500.0,3.0,0.0,0.0
2400.0,36,18.99,3,10,0,50000.0,1,16.97,0.0,662.0,0.0,10.0,81.3,35.0,60878.0,11200.0,8.0,0.0,0.0
13075.0,36,12.99,2,3,0,35000.0,0,34.16,0.0,712.0,1.0,6.0,56.1,9.0,32361.0,25500.0,1.0,0.0,0.0
2200.0,36,11.44,1,3,2,35000.0,0,32.51,1.0,662.0,0.0,10.0,16.3,12.0,243962.0,7100.0,0.0,0.0,0.0
7000.0,36,11.49,1,0,0,115000.0,0,10.16,1.0,667.0,1.0,10.0,33.9,19.0,26506.0,6300.0,4.0,0.0,1.0
16000.0,36,11.48,1,7,0,125000.0,1,19.19,0.0,717.0,0.0,10.0,48.6,21.0,61941.0,62300.0,0.0,0.0,0.0
9600.0,36,9.16,1,4,2,90000.0,0,9.15,0.0,662.0,1.0,11.0,41.7,22.0,124571.0,14900.0,3.0,0.0,1.0
9000.0,36,8.39,1,0,0,71406.0,1,9.48,0.0,692.0,1.0,9.0,55.3,19.0,87288.0,8400.0,1.0,0.0,1.0
8800.0,36,5.32,0,3,1,80000.0,1,16.59,0.0,732.0,1.0,15.0,38.0,37.0,85723.0,36900.0,1.0,0.0,1.0
13250.0,36,14.46,2,1,1,37000.0,12,20.11,1.0,662.0,0.0,12.0,62.6,24.0,19509.0,9700.0,5.0,0.0,0.0
6000.0,36,12.79,2,0,2,325000.0,0,22.35,0.0,692.0,1.0,14.0,96.0,35.0,698507.0,112300.0,4.0,0.0,0.0
20900.0,36,16.29,3,2,0,55000.0,0,20.93,0.0,667.0,0.0,20.0,67.5,38.0,177261.0,24900.0,3.0,0.0,0.0
35000.0,36,11.99,2,10,2,189000.0,0,8.09,0.0,722.0,0.0,11.0,26.0,25.0,687585.0,143800.0,4.0,0.0,0.0
21125.0,60,19.99,3,-1,0,55000.0,0,23.16,0.0,717.0,0.0,7.0,57.0,18.0,37252.0,30000.0,1.0,0.0,0.0
1000.0,36,16.29,3,2,1,100000.0,0,19.18,0.0,677.0,0.0,23.0,83.8,86.0,370270.0,34800.0,4.0,0.0,0.0
5000.0,36,10.78,1,2,0,32000.0,1,21.76,0.0,687.0,0.0,13.0,55.3,22.0,23334.0,20900.0,3.0,0.0,0.0
20950.0,36,16.99,3,10,2,78000.0,1,22.71,0.0,677.0,1.0,15.0,79.1,19.0,447028.0,35100.0,3.0,0.0,0.0
7125.0,36,19.99,3,3,0,21000.0,1,31.77,0.0,702.0,0.0,7.0,38.2,12.0,14766.0,17400.0,2.0,0.0,0.0
35000.0,36,17.99,3,10,2,140000.0,0,11.11,0.0,697.0,2.0,9.0,53.5,17.0,391020.0,25600.0,3.0,0.0,0.0
5000.0,36,11.49,1,10,1,71000.0,0,34.3,1.0,727.0,0.0,24.0,30.0,40.0,239438.0,107100.0,5.0,0.0,0.0
14000.0,36,7.24,0,3,0,69000.0,1,19.29,0.0,727.0,0.0,16.0,31.9,23.0,49144.0,42600.0,1.0,0.0,0.0
6400.0,36,5.32,0,10,1,20000.0,0,16.75,0.0,747.0,0.0,5.0,42.2,12.0,12573.0,29800.0,1.0,0.0,0.0
3000.0,36,15.31,2,5,0,30000.0,1,24.28,1.0,662.0,2.0,7.0,75.9,21.0,23109.0,8400.0,2.0,0.0,1.0
6000.0,36,12.74,2,10,2,57240.0,12,24.44,1.0,662.0,1.0,11.0,42.5,26.0,106700.0,13700.0,1.0,0.0,0.0
13800.0,36,7.49,0,8,2,100000.0,0,12.72,0.0,707.0,1.0,7.0,86.0,17.0,237323.0,25024.0,2.0,0.0,0.0
18400.0,36,14.46,2,10,2,79000.0,0,25.54,0.0,697.0,2.0,17.0,60.8,43.0,313232.0,15500.0,5.0,0.0,0.0
2900.0,36,26.99,5,-1,1,9720.0,2,16.17,0.0,677.0,1.0,6.0,16.2,7.0,1572.0,9700.0,2.0,0.0,0.0
35000.0,36,11.44,1,3,2,200000.0,1,22.86,1.0,677.0,1.0,11.0,90.6,26.0,444796.0,355700.0,1.0,0.0,0.0
13275.0,36,12.74,2,4,0,42000.0,0,20.09,0.0,687.0,0.0,14.0,45.3,16.0,23055.0,19900.0,0.0,0.0,0.0
40000.0,36,7.39,0,9,2,140000.0,0,15.53,0.0,737.0,1.0,10.0,35.7,22.0,309733.0,134300.0,1.0,0.0,0.0
23000.0,36,15.31,2,0,0,50000.0,1,16.13,0.0,672.0,0.0,12.0,81.9,18.0,22851.0,27900.0,0.0,0.0,0.0
15200.0,36,12.79,2,10,2,220000.0,1,14.01,2.0,702.0,0.0,10.0,99.9,39.0,692697.0,29500.0,3.0,0.0,0.0
12000.0,36,9.49,1,1,2,49000.0,0,27.23,0.0,682.0,1.0,15.0,34.0,23.0,164684.0,42800.0,5.0,0.0,0.0
8400.0,36,22.39,4,3,0,64000.0,0,10.39,0.0,692.0,0.0,6.0,73.0,6.0,12908.0,10700.0,0.0,0.0,0.0
20000.0,60,9.75,1,0,2,55000.0,0,17.87,0.0,687.0,1.0,18.0,71.2,48.0,187371.0,25200.0,1.0,0.0,0.0
5000.0,36,11.99,2,10,1,73380.0,12,22.17,0.0,722.0,0.0,6.0,68.8,17.0,53957.0,31800.0,1.0,0.0,0.0
4925.0,36,17.97,3,8,1,58000.0,12,10.49,1.0,682.0,3.0,15.0,72.7,28.0,318825.0,13400.0,5.0,0.0,0.0
35000.0,36,15.31,2,0,0,94600.0,1,33.35,0.0,672.0,1.0,25.0,82.5,33.0,97389.0,70400.0,3.0,0.0,0.0
15000.0,36,7.89,0,2,0,56500.0,1,17.27,0.0,707.0,0.0,19.0,67.7,41.0,56847.0,20500.0,1.0,0.0,0.0
12000.0,36,7.39,0,5,2,70000.0,0,13.05,0.0,667.0,0.0,5.0,18.9,30.0,246092.0,8300.0,2.0,0.0,1.0
14325.0,36,25.69,5,10,0,36000.0,0,32.17,0.0,672.0,1.0,15.0,28.0,19.0,29170.0,45200.0,5.0,0.0,0.0
10000.0,36,14.99,2,6,1,24000.0,0,21.45,0.0,707.0,0.0,15.0,25.6,15.0,13976.0,36300.0,1.0,0.0,0.0
14400.0,60,21.49,3,4,2,225000.0,0,8.32,1.0,662.0,0.0,7.0,97.7,25.0,442118.0,72900.0,1.0,0.0,0.0
14000.0,36,13.99,2,1,0,50000.0,0,15.84,0.0,707.0,0.0,7.0,45.1,10.0,25473.0,26900.0,2.0,0.0,0.0
16000.0,36,5.32,0,4,2,68000.0,12,13.48,0.0,732.0,0.0,14.0,20.2,16.0,146404.0,36300.0,2.0,0.0,0.0
8000.0,36,11.99,2,10,0,94257.0,0,18.8,0.0,677.0,0.0,14.0,63.0,32.0,101118.0,31700.0,0.0,0.0,0.0
11875.0,36,16.29,3,3,0,33000.0,0,19.62,0.0,692.0,1.0,9.0,79.1,9.0,41640.0,15100.0,1.0,0.0,0.0
5000.0,36,10.49,1,-1,1,22000.0,1,24.06,1.0,682.0,0.0,13.0,29.5,30.0,4841.0,16400.0,4.0,0.0,0.0
30000.0,36,11.48,1,10,0,87000.0,0,15.74,0.0,682.0,0.0,13.0,69.8,21.0,93798.0,42800.0,3.0,0.0,0.0
30000.0,60,19.48,4,0,2,75000.0,0,23.22,0.0,662.0,1.0,10.0,88.1,45.0,295986.0,51500.0,4.0,0.0,0.0
15100.0,60,21.97,4,4,1,42000.0,2,25.97,0.0,677.0,1.0,8.0,54.0,22.0,34717.0,17300.0,2.0,0.0,1.0
9000.0,36,12.99,2,3,2,75000.0,0,21.09,0.0,662.0,3.0,10.0,56.0,23.0,42120.0,11700.0,5.0,0.0,0.0
25000.0,36,5.32,0,9,1,112000.0,1,17.89,0.0,712.0,0.0,12.0,56.2,41.0,497132.0,49100.0,0.0,0.0,0.0
6900.0,36,11.49,1,10,2,200000.0,0,4.61,0.0,712.0,0.0,5.0,71.8,10.0,461849.0,7000.0,2.0,0.0,0.0
6000.0,36,10.99,1,-1,2,44000.0,5,24.2,0.0,702.0,1.0,19.0,23.9,36.0,23000.0,51900.0,7.0,0.0,0.0
35000.0,36,15.99,2,1,2,90000.0,0,20.76,0.0,677.0,0.0,12.0,61.6,32.0,392969.0,43000.0,2.0,0.0,0.0
32100.0,36,14.49,2,10,2,73000.0,0,21.37,0.0,672.0,0.0,8.0,87.7,13.0,260525.0,56100.0,0.0,0.0,0.0
7200.0,36,9.49,1,-1,2,124000.0,2,34.79,0.0,742.0,0.0,13.0,71.3,36.0,404948.0,48000.0,2.0,0.0,0.0
10000.0,36,10.49,1,-1,1,60000.0,0,23.1,0.0,777.0,0.0,17.0,18.2,38.0,185573.0,70000.0,3.0,0.0,0.0
22000.0,36,9.75,1,3,2,85000.0,1,18.95,0.0,677.0,2.0,11.0,64.5,34.0,178871.0,21000.0,1.0,0.0,0.0
5000.0,36,10.49,1,10,1,130000.0,12,12.14,0.0,687.0,1.0,10.0,71.6,27.0,109742.0,26900.0,3.0,0.0,0.0
15850.0,60,21.18,4,10,0,56000.0,0,22.52,0.0,662.0,1.0,11.0,17.5,38.0,36391.0,15700.0,4.0,0.0,2.0
5000.0,36,6.99,0,10,2,86400.0,1,2.14,0.0,802.0,0.0,9.0,6.2,18.0,7428.0,130400.0,1.0,0.0,0.0
6075.0,36,21.49,3,0,0,38000.0,0,23.75,0.0,692.0,0.0,9.0,49.7,10.0,21836.0,11500.0,2.0,0.0,0.0
1600.0,36,18.99,3,-1,0,15336.0,12,31.85,0.0,687.0,0.0,6.0,90.0,11.0,12206.0,8900.0,1.0,0.0,0.0
28000.0,36,14.99,2,2,2,80000.0,0,13.67,0.0,677.0,0.0,10.0,53.5,40.0,246043.0,35700.0,5.0,0.0,0.0
24000.0,36,8.99,1,0,2,125000.0,0,24.78,0.0,687.0,0.0,11.0,84.2,24.0,104696.0,54400.0,1.0,0.0,0.0
3500.0,36,14.46,2,9,2,95000.0,2,39.3,1.0,677.0,0.0,16.0,25.9,55.0,158685.0,23100.0,2.0,0.0,0.0
11000.0,36,8.99,1,-1,2,49700.0,0,16.25,0.0,697.0,0.0,13.0,46.6,22.0,155546.0,23400.0,1.0,0.0,1.0
