loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,purpose,dti,delinq_2yrs,fico_score,inq_last_6mths,open_acc,revol_util,total_acc,tot_cur_bal,total_rev_hi_lim,num_tl_op_past_12m,acc_now_delinq,pub_rec_bankruptcies
40000.0,36,5.32,0,0,2,250000.0,1,10.06,0.0,747.0,0.0,16.0,66.7,28.0,439255.0,70500.0,0.0,0.0,0.0
10000.0,36,11.47,1,10,0,130000.0,0,10.6,0.0,702.0,0.0,7.0,92.9,25.0,56462.0,51000.0,1.0,0.0,0.0
3500.0,36,7.99,0,8,1,85000.0,12,9.84,0.0,817.0,0.0,7.0,0.2,18.0,10999.0,55800.0,3.0,0.0,0.0
20000.0,36,6.97,0,10,2,145000.0,1,11.12,4.0,687.0,3.0,23.0,63.2,48.0,240453.0,46200.0,3.0,0.0,0.0
32000.0,60,17.27,3,5,0,85000.0,0,25.31,0.0,672.0,0.0,13.0,78.3,20.0,46791.0,18300.0,1.0,0.0,1.0
24000.0,60,11.99,2,5,0,165000.0,11,9.34,0.0,767.0,0.0,8.0,5.6,18.0,53692.0,27600.0,3.0,0.0,0.0
25000.0,36,11.99,2,10,0,59000.0,0,15.28,0.0,692.0,1.0,10.0,21.2,20.0,25609.0,30200.0,3.0,0.0,0.0
20000.0,36,10.99,1,10,2,80000.0,0,14.52,2.0,687.0,0.0,6.0,92.8,25.0,238139.0,3200.0,0.0,0.0,0.0
28000.0,60,12.74,2,4,0,143000.0,0,17.87,0.0,697.0,0.0,18.0,46.5,37.0,76674.0,96100.0,4.0,0.0,0.0
14000.0,36,6.49,0,8,2,105000.0,1,6.31,0.0,712.0,0.0,9.0,58.0,21.0,564357.0,75900.0,0.0,0.0,0.0
35000.0,60,21.18,4,4,2,92000.0,2,15.31,0.0,662.0,1.0,17.0,92.7,31.0,275453.0,40200.0,1.0,0.0,0.0
3300.0,36,23.13,5,-1,2,27812.4,0,21.58,2.0,677.0,2.0,8.0,77.1,15.0,106268.0,4700.0,3.0,0.0,0.0
12000.0,36,8.49,1,10,0,40000.0,1,20.82,0.0,662.0,0.0,5.0,68.7,7.0,29433.0,14900.0,1.0,0.0,1.0
8400.0,36,8.99,1,7,2,137000.0,2,24.11,1.0,672.0,0.0,16.0,65.2,29.0,391114.0,30900.0,2.0,0.0,0.0
20400.0,36,8.39,1,6,0,71349.0,8,11.89,0.0,682.0,1.0,5.0,85.0,11.0,25580.0,20675.0,0.0,0.0,0.0
28800.0,60,25.49,4,6,2,60000.0,2,14.02,0.0,722.0,0.0,7.0,9.2,12.0,308189.0,12100.0,2.0,0.0,1.0
30000.0,36,8.59,0,5,2,80000.0,0,17.48,0.0,722.0,0.0,27.0,23.0,39.0,266149.0,80900.0,4.0,0.0,1.0
28000.0,36,5.32,0,10,0,121000.0,1,15.63,0.0,697.0,0.0,23.0,36.1,47.0,68258.0,126300.0,3.0,0.0,0.0
29000.0,36,7.39,0,10,2,99000.0,1,13.72,0.0,712.0,0.0,12.0,65.9,30.0,348228.0,57500.0,2.0,0.0,0.0
9200.0,36,8.39,1,10,2,65000.0,2,30.24,4.0,692.0,0.0,11.0,46.7,34.0,214728.0,34400.0,1.0,0.0,0.0
3500.0,36,7.99,0,4,0,35000.0,1,24.55,0.0,747.0,1.0,7.0,21.4,10.0,39792.0,21800.0,1.0,0.0,0.0
6000.0,36,9.16,1,0,0,75000.0,1,10.82,0.0,662.0,1.0,19.0,46.7,21.0,31305.0,67100.0,1.0,0.0,0.0
7300.0,36,15.31,2,9,2,65000.0,0,23.45,0.0,667.0,0.0,13.0,66.0,26.0,386942.0,45680.0,4.0,0.0,0.0
10000.0,36,11.49,1,10,2,60603.0,0,16.75,0.0,697.0,0.0,7.0,99.6,39.0,54866.0,3500.0,6.0,0.0,0.0
7000.0,36,12.79,2,6,0,44000.0,0,20.35,0.0,697.0,3.0,14.0,18.9,25.0,42840.0,10700.0,8.0,0.0,0.0
18925.0,36,19.53,3,10,0,135000.0,1,21.09,0.0,667.0,1.0,30.0,59.8,33.0,84747.0,88600.0,8.0,0.0,0.0
10000.0,36,8.99,1,10,1,54000.0,2,28.47,0.0,687.0,0.0,22.0,56.3,30.0,32468.0,43400.0,1.0,0.0,1.0
5000.0,36,5.32,0,5,2,90000.0,1,3.17,0.0,722.0,0.0,11.0,34.9,18.0,286937.0,14100.0,4.0,0.0,0.0
35000.0,36,11.49,1,4,2,129000.0,2,9.14,1.0,672.0,0.0,14.0,40.2,31.0,298405.0,48600.0,2.0,0.0,1.0
4450.0,36,11.49,1,10,1,80000.0,12,9.96,0.0,692.0,0.0,12.0,29.0,13.0,17040.0,42600.0,3.0,0.0,0.0
24000.0,60,13.67,2,8,0,115000.0,0,18.54,0.0,672.0,1.0,31.0,79.2,59.0,89100.0,26500.0,3.0,0.0,0.0
15375.0,36,11.47,1,10,0,55000.0,0,17.22,0.0,667.0,1.0,18.0,67.2,26.0,70951.0,21100.0,1.0,0.0,0.0
5000.0,36,6.49,0,10,2,50000.0,0,14.19,0.0,762.0,0.0,9.0,25.9,23.0,119425.0,19400.0,1.0,0.0,0.0
24000.0,60,21.49,3,10,0,60000.0,0,22.4,1.0,682.0,0.0,8.0,54.4,19.0,24236.0,16200.0,2.0,0.0,0.0
35000.0,36,16.29,3,4,2,100000.0,1,24.77,0.0,692.0,1.0,18.0,13.2,37.0,162431.0,28000.0,3.0,0.0,0.0
12000.0,36,15.59,2,2,0,58000.0,1,23.51,0.0,677.0,4.0,17.0,92.9,18.0,68474.0,12800.0,0.0,0.0,0.0
15000.0,36,11.99,2,10,2,110000.0,0,21.9,0.0,682.0,1.0,20.0,75.4,37.0,157807.0,34000.0,2.0,0.0,0.0
12500.0,36,11.49,1,3,0,50400.0,0,19.29,0.0,757.0,1.0,10.0,21.9,23.0,15700.0,50100.0,2.0,0.0,0.0
3400.0,36,7.99,0,10,0,35000.0,0,17.52,0.0,697.0,1.0,12.0,11.3,41.0,12482.0,27900.0,3.0,0.0,0.0
2075.0,36,16.29,3,10,2,35000.0,12,35.1,0.0,667.0,3.0,15.0,40.0,32.0,170988.0,11500.0,2.0,0.0,0.0
13000.0,36,18.99,3,7,0,65000.0,5,10.97,0.0,692.0,0.0,8.0,71.6,17.0,16975.0,11400.0,1.0,0.0,0.0
15000.0,36,7.59,0,10,1,236819.0,0,17.41,0.0,727.0,0.0,16.0,49.4,31.0,405835.0,29000.0,1.0,0.0,0.0
23000.0,60,9.75,1,10,2,116600.0,1,23.22,0.0,712.0,0.0,8.0,82.5,24.0,244078.0,26700.0,0.0,0.0,0.0
10000.0,36,11.49,1,2,0,36000.0,0,7.17,1.0,662.0,0.0,4.0,48.5,12.0,6541.0,13500.0,0.0,0.0,0.0
12000.0,36,12.99,2,10,1,95000.0,0,26.33,0.0,722.0,3.0,19.0,16.0,27.0,77413.0,84800.0,6.0,0.0,0.0
15000.0,36,13.67,2,0,2,90000.0,1,38.07,0.0,697.0,1.0,13.0,73.6,41.0,319326.0,27600.0,3.0,0.0,0.0
5000.0,36,5.32,0,9,2,58000.0,12,10.08,1.0,712.0,0.0,17.0,27.1,41.0,137342.0,51300.0,1.0,0.0,0.0
6400.0,36,18.99,3,5,2,20000.0,0,28.51,0.0,662.0,0.0,4.0,95.1,12.0,15627.0,4500.0,1.0,0.0,0.0
10000.0,36,10.99,1,9,0,38000.0,0,21.37,0.0,707.0,1.0,11.0,56.8,21.0,18551.0,18600.0,1.0,0.0,0.0
35000.0,36,12.74,2,2,2,450000.0,0,10.65,0.0,717.0,4.0,16.0,42.4,30.0,269878.0,43200.0,4.0,0.0,0.0
13800.0,36,13.99,2,-1,0,30000.0,1,32.96,0.0,707.0,0.0,8.0,81.8,15.0,35251.0,19300.0,1.0,0.0,0.0
24000.0,36,14.99,2,10,2,240000.0,0,14.67,0.0,672.0,0.0,12.0,84.4,33.0,479308.0,57900.0,1.0,0.0,0.0
8000.0,36,15.31,2,3,2,38000.0,0,16.11,0.0,667.0,0.0,27.0,40.9,40.0,48055.0,14000.0,1.0,0.0,0.0
9600.0,36,10.49,1,10,1,36000.0,1,24.63,1.0,662.0,0.0,6.0,63.6,22.0,39663.0,17800.0,1.0,0.0,0.0
35000.0,36,14.46,2,10,0,70000.0,0,12.41,0.0,802.0,0.0,6.0,33.1,18.0,18739.0,34900.0,1.0,0.0,0.0
12000.0,36,13.49,2,-1,2,53000.0,12,28.6,0.0,712.0,0.0,9.0,65.6,21.0,41584.0,25000.0,1.0,0.0,0.0
1200.0,36,10.49,1,10,0,65000.0,11,4.32,1.0,702.0,0.0,6.0,46.5,16.0,3908.0,8400.0,2.0,0.0,0.0
15000.0,36,20.75,4,3,0,100000.0,0,15.7,0.0,687.0,2.0,9.0,32.4,10.0,58278.0,42400.0,4.0,0.0,0.0
12800.0,60,16.99,3,6,2,61500.0,0,32.45,0.0,687.0,0.0,11.0,51.6,30.0,255738.0,34100.0,4.0,0.0,0.0
6700.0,36,11.99,2,-1,0,17000.0,4,23.23,0.0,697.0,0.0,7.0,57.3,19.0,6187.0,5100.0,2.0,0.0,0.0
24000.0,60,19.53,3,10,2,93000.0,0,8.26,0.0,682.0,0.0,9.0,70.8,14.0,236429.0,30200.0,3.0,0.0,0.0
14000.0,36,6.49,0,3,0,35000.0,0,22.84,2.0,687.0,0.0,11.0,51.9,23.0,21528.0,17900.0,1.0,0.0,0.0
12000.0,36,8.24,1,10,2,57000.0,5,29.77,0.0,752.0,0.0,15.0,28.1,30.0,250902.0,64500.0,3.0,0.0,0.0
9500.0,36,10.99,1,2,0,55000.0,1,20.44,0.0,672.0,0.0,12.0,60.9,17.0,44835.0,14500.0,2.0,0.0,0.0
24000.0,60,29.99,5,10,1,79000.0,0,34.76,0.0,662.0,1.0,13.0,83.6,33.0,63177.0,13400.0,3.0,0.0,0.0
25000.0,36,7.39,0,10,2,130000.0,0,17.82,1.0,727.0,0.0,13.0,33.6,38.0,519136.0,77700.0,1.0,0.0,0.0
20000.0,60,15.59,2,10,0,60000.0,1,29.68,0.0,692.0,0.0,10.0,93.4,24.0,65414.0,31600.0,1.0,0.0,0.0
10000.0,60,14.49,2,10,2,97000.0,0,13.58,0.0,687.0,2.0,14.0,47.4,44.0,97450.0,36200.0,1.0,0.0,0.0
8225.0,36,14.99,2,3,2,25000.0,0,25.73,0.0,672.0,2.0,22.0,31.5,36.0,157845.0,21800.0,4.0,0.0,0.0
7000.0,36,16.59,3,10,1,67000.0,0,39.24,0.0,662.0,1.0,17.0,50.5,53.0,81482.0,21500.0,6.0,0.0,1.0
20000.0,36,11.44,1,10,2,72000.0,1,25.73,0.0,717.0,0.0,13.0,55.8,25.0,143126.0,49800.0,0.0,0.0,0.0
11625.0,36,11.44,1,2,2,35000.0,0,23.18,0.0,717.0,0.0,10.0,35.0,30.0,124486.0,31500.0,1.0,0.0,0.0
12000.0,36,10.49,1,9,1,39000.0,2,15.63,0.0,707.0,0.0,7.0,41.8,16.0,11161.0,24700.0,0.0,0.0,0.0
8000.0,36,10.75,1,0,0,50000.0,0,17.07,0.0,687.0,0.0,11.0,26.2,34.0,36742.0,13400.0,3.0,0.0,2.0
15000.0,60,11.47,1,1,2,50000.0,0,34.16,0.0,722.0,0.0,5.0,89.8,11.0,131933.0,30300.0,0.0,0.0,0.0
6000.0,36,10.49,1,1,0,50000.0,11,12.29,0.0,682.0,0.0,8.0,9.9,10.0,10511.0,23000.0,2.0,0.0,0.0
5000.0,36,10.75,1,10,2,33000.0,1,8.36,0.0,742.0,0.0,5.0,95.7,6.0,75153.0,18400.0,0.0,0.0,0.0
7000.0,36,6.49,0,3,2,43000.0,1,17.61,0.0,692.0,1.0,16.0,44.6,23.0,19773.0,36900.0,4.0,0.0,0.0
10000.0,36,11.49,1,10,1,45000.0,0,5.92,1.0,737.0,0.0,17.0,17.0,24.0,7544.0,44300.0,3.0,0.0,0.0
35000.0,36,12.99,2,10,2,130000.0,0,7.89,0.0,707.0,2.0,13.0,91.9,33.0,70128.0,34916.0,0.0,0.0,0.0
5000.0,36,10.99,1,10,1,90000.0,0,11.84,2.0,677.0,0.0,19.0,7.1,31.0,243771.0,13400.0,0.0,1.0,0.0
8800.0,36,10.99,1,5,0,76295.0,0,31.12,0.0,667.0,0.0,10.0,76.9,18.0,78318.0,10100.0,1.0,0.0,0.0
11000.0,60,13.49,2,5,0,54000.0,1,22.62,0.0,682.0,1.0,10.0,29.0,21.0,25223.0,15900.0,4.0,0.0,1.0
24000.0,36,11.99,2,10,2,225000.0,4,15.5,3.0,682.0,0.0,12.0,25.8,19.0,429754.0,38100.0,2.0,0.0,0.0
30000.0,60,11.99,2,3,2,93500.0,0,12.2,1.0,747.0,0.0,11.0,11.3,25.0,195859.0,51800.0,3.0,0.0,0.0
20000.0,60,13.67,2,9,2,65000.0,1,25.13,0.0,727.0,0.0,23.0,75.9,57.0,301694.0,28200.0,1.0,0.0,0.0
26400.0,36,13.67,2,8,0,60000.0,0,23.62,1.0,667.0,1.0,7.0,23.1,14.0,47493.0,7100.0,3.0,0.0,0.0
13900.0,36,26.24,4,1,0,44000.0,0,25.67,0.0,707.0,2.0,13.0,23.8,17.0,34398.0,38200.0,4.0,0.0,0.0
5300.0,36,11.49,1,6,1,50000.0,0,31.01,1.0,692.0,1.0,18.0,26.5,37.0,87915.0,25700.0,5.0,0.0,0.0
10000.0,36,6.49,0,9,0,60000.0,1,18.92,0.0,702.0,0.0,8.0,33.5,11.0,21652.0,25700.0,1.0,0.0,0.0
14000.0,60,10.49,1,10,1,100000.0,0,15.36,0.0,687.0,1.0,12.0,81.0,24.0,375200.0,15700.0,2.0,0.0,1.0
20000.0,36,11.99,2,2,0,60000.0,4,9.1,0.0,667.0,1.0,7.0,1.7,24.0,29683.0,9500.0,2.0,0.0,4.0
12000.0,36,7.24,0,10,2,105000.0,2,14.73,0.0,712.0,0.0,16.0,25.8,34.0,220140.0,51800.0,4.0,0.0,0.0
22400.0,36,8.39,1,10,2,60000.0,0,33.94,1.0,722.0,0.0,20.0,27.7,37.0,197274.0,84100.0,2.0,0.0,0.0
24400.0,36,22.45,4,1,2,100000.0,2,7.81,2.0,697.0,3.0,18.0,56.3,35.0,291248.0,27300.0,6.0,0.0,0.0
21000.0,60,14.46,2,0,2,120000.0,0,10.2,0.0,692.0,1.0,26.0,46.1,27.0,386037.0,28800.0,4.0,0.0,1.0
15000.0,36,5.32,0,10,0,112000.0,0,11.06,0.0,757.0,0.0,9.0,58.6,18.0,202664.0,78500.0,0.0,0.0,0.0
24250.0,60,19.48,4,2,2,63227.0,0,20.92,1.0,672.0,0.0,20.0,77.8,40.0,324942.0,16600.0,2.0,0.0,0.0
24000.0,60,14.46,2,1,2,100000.0,0,21.26,0.0,712.0,2.0,9.0,80.3,23.0,395065.0,41400.0,2.0,0.0,0.0
6000.0,36,11.99,2,10,2,50000.0,12,38.09,0.0,732.0,0.0,8.0,66.2,21.0,104985.0,19200.0,1.0,0.0,0.0
24000.0,36,12.74,2,4,0,84000.0,12,22.56,0.0,692.0,0.0,12.0,48.6,15.0,62323.0,37500.0,3.0,0.0,0.0
7500.0,36,14.49,2,10,0,44000.0,1,23.86,0.0,697.0,3.0,24.0,15.1,33.0,33997.0,69000.0,7.0,0.0,0.0
5300.0,36,13.49,2,4,0,50000.0,0,5.83,1.0,662.0,0.0,5.0,42.0,12.0,5080.0,12100.0,1.0,0.0,0.0
12000.0,60,13.49,2,8,2,53000.0,0,33.47,0.0,687.0,0.0,30.0,0.6,84.0,188098.0,23300.0,0.0,0.0,1.0
25000.0,60,18.99,3,-1,1,57108.0,2,29.54,0.0,817.0,0.0,9.0,9.4,32.0,119467.0,181200.0,1.0,0.0,0.0
14400.0,36,15.31,2,3,2,48000.0,0,22.45,0.0,697.0,0.0,7.0,56.5,15.0,99339.0,33500.0,1.0,0.0,0.0
24000.0,60,14.99,2,10,1,50000.0,0,23.33,0.0,692.0,0.0,10.0,100.7,19.0,241661.0,22300.0,1.0,0.0,0.0
4200.0,36,11.47,1,6,0,52232.0,1,13.22,4.0,672.0,3.0,9.0,66.5,48.0,18349.0,9500.0,2.0,0.0,0.0
7500.0,36,9.75,1,10,2,42000.0,1,31.94,0.0,667.0,1.0,13.0,51.7,22.0,149023.0,40500.0,1.0,0.0,0.0
35000.0,36,14.99,2,5,2,87000.0,0,14.21,0.0,682.0,1.0,15.0,73.5,24.0,392963.0,32200.0,1.0,0.0,0.0
15900.0,36,21.97,4,5,0,125000.0,0,27.38,0.0,672.0,4.0,14.0,76.8,21.0,112455.0,22900.0,5.0,0.0,0.0
15000.0,60,9.49,1,0,0,80500.0,0,13.62,1.0,707.0,0.0,11.0,15.1,40.0,52164.0,53400.0,3.0,0.0,0.0
12000.0,36,14.49,2,8,0,60000.0,0,14.76,0.0,687.0,1.0,8.0,54.2,13.0,17549.0,20400.0,1.0,0.0,0.0
23650.0,60,13.67,2,10,2,96000.0,0,6.23,0.0,717.0,1.0,13.0,54.9,26.0,420738.0,22100.0,1.0,0.0,0.0
9050.0,36,13.99,2,7,0,85000.0,0,5.7,2.0,662.0,0.0,10.0,78.3,14.0,11963.0,4200.0,1.0,0.0,0.0
15100.0,36,13.67,2,10,0,42000.0,0,24.8,0.0,692.0,0.0,11.0,81.3,13.0,29227.0,11600.0,0.0,0.0,0.0
10375.0,60,16.59,3,5,1,60000.0,0,22.36,0.0,697.0,0.0,9.0,71.6,13.0,38831.0,8000.0,2.0,0.0,0.0
16000.0,36,16.99,3,6,0,56515.0,0,18.41,0.0,677.0,2.0,4.0,94.6,11.0,41733.0,12700.0,2.0,0.0,0.0
6000.0,36,11.49,1,10,2,48000.0,0,19.28,0.0,687.0,0.0,9.0,70.1,16.0,29293.0,35700.0,4.0,0.0,1.0
5000.0,36,7.99,0,10,2,108468.0,11,7.42,0.0,727.0,0.0,17.0,58.7,24.0,135162.0,38300.0,1.0,0.0,0.0
5400.0,36,18.99,3,2,0,18000.0,0,23.07,0.0,692.0,1.0,3.0,78.0,4.0,11645.0,15000.0,0.0,0.0,0.0
11900.0,36,19.99,3,8,0,63880.0,0,18.39,0.0,672.0,1.0,10.0,69.7,17.0,44665.0,8000.0,4.0,0.0,1.0
17275.0,36,11.99,2,1,0,44000.0,1,44.71,0.0,697.0,1.0,15.0,43.1,34.0,70231.0,23700.0,1.0,0.0,0.0
25000.0,36,5.32,0,10,2,106000.0,1,25.16,0.0,742.0,0.0,8.0,51.6,18.0,285127.0,40000.0,0.0,0.0,0.0
32000.0,60,13.99,2,10,2,185000.0,2,19.6,0.0,682.0,2.0,9.0,90.3,29.0,334756.0,9200.0,2.0,0.0,0.0
3000.0,36,10.99,1,3,2,62500.0,12,16.94,0.0,702.0,0.0,8.0,81.0,26.0,117640.0,5300.0,2.0,0.0,0.0
10000.0,36,15.99,2,9,1,39000.0,0,34.43,0.0,732.0,1.0,12.0,26.4,26.0,66166.0,26300.0,2.0,0.0,0.0
10200.0,36,5.32,0,10,2,145000.0,12,14.57,0.0,707.0,0.0,13.0,51.7,25.0,241027.0,21900.0,2.0,0.0,0.0
2100.0,36,13.99,2,10,0,34600.0,11,9.4,0.0,697.0,0.0,4.0,66.0,7.0,11950.0,18100.0,1.0,0.0,0.0
12600.0,60,12.99,2,4,2,30000.0,2,11.32,0.0,717.0,1.0,8.0,21.1,12.0,71963.0,13700.0,3.0,0.0,0.0
6000.0,36,13.99,2,10,2,58000.0,0,15.73,0.0,692.0,1.0,17.0,32.6,22.0,191024.0,20900.0,2.0,0.0,1.0
40000.0,36,19.99,3,10,2,101000.0,1,26.16,0.0,702.0,0.0,20.0,74.5,28.0,213378.0,69200.0,1.0,0.0,0.0
3000.0,36,11.44,1,0,0,80000.0,1,12.15,0.0,682.0,1.0,6.0,65.7,11.0,148315.0,15500.0,2.0,0.0,0.0
12800.0,36,8.24,1,-1,2,0.0,0,17.72,1.0,667.0,0.0,16.0,94.9,37.0,314784.0,18700.0,1.0,0.0,0.0
20000.0,36,13.99,2,7,0,142800.0,0,25.13,0.0,682.0,0.0,7.0,51.0,38.0,53605.0,7500.0,1.0,0.0,0.0
36000.0,36,8.99,1,10,0,170000.0,0,19.63,0.0,692.0,0.0,13.0,80.7,33.0,161401.0,20700.0,0.0,0.0,0.0
25000.0,36,6.49,0,2,2,162500.0,1,10.8,0.0,702.0,0.0,9.0,90.1,20.0,635278.0,51200.0,1.0,0.0,0.0
13225.0,36,14.46,2,4,2,30000.0,12,16.92,0.0,672.0,0.0,2.0,95.5,14.0,4353.0,2000.0,0.0,0.0,0.0
35000.0,36,10.99,1,10,2,160000.0,2,7.49,0.0,732.0,1.0,5.0,0.3,17.0,319229.0,9500.0,1.0,0.0,0.0
15000.0,36,12.99,2,3,1,42000.0,0,32.66,0.0,677.0,1.0,12.0,36.2,17.0,38268.0,21500.0,2.0,0.0,0.0
23000.0,60,11.47,1,0,2,97000.0,0,15.95,0.0,732.0,0.0,15.0,43.0,31.0,652259.0,42800.0,1.0,0.0,0.0
21000.0,60,17.99,3,10,2,80000.0,11,15.27,0.0,727.0,1.0,11.0,23.2,16.0,344371.0,12300.0,2.0,0.0,1.0
18900.0,60,23.13,5,10,2,45000.0,0,31.01,0.0,702.0,0.0,10.0,54.6,23.0,69298.0,22400.0,3.0,0.0,0.0
14000.0,60,21.48,4,0,2,40000.0,0,18.18,0.0,667.0,1.0,8.0,23.4,71.0,77030.0,2900.0,7.0,0.0,1.0
25000.0,36,7.39,0,3,0,101000.0,1,7.69,0.0,697.0,0.0,11.0,76.2,28.0,21647.0,28400.0,0.0,0.0,0.0
5300.0,36,10.78,1,0,2,52000.0,1,38.45,0.0,752.0,0.0,20.0,54.2,41.0,249718.0,8900.0,1.0,0.0,0.0
15000.0,60,12.99,2,10,0,69888.0,0,12.53,0.0,662.0,0.0,7.0,63.0,13.0,20174.0,6100.0,0.0,0.0,0.0
10000.0,60,15.59,2,10,0,40000.0,0,10.74,0.0,667.0,0.0,13.0,37.1,20.0,12623.0,16400.0,3.0,0.0,1.0
9750.0,36,11.39,1,10,2,73000.0,0,6.64,4.0,672.0,1.0,4.0,99.0,36.0,209602.0,129500.0,0.0,0.0,0.0
22200.0,36,12.99,2,5,2,50500.0,0,19.89,0.0,677.0,0.0,12.0,42.2,27.0,157583.0,52300.0,3.0,0.0,2.0
16900.0,36,19.99,3,9,0,33800.0,0,31.79,0.0,712.0,0.0,10.0,57.9,16.0,20979.0,18300.0,1.0,0.0,0.0
5000.0,36,12.99,2,2,2,65000.0,0,10.96,0.0,702.0,4.0,29.0,14.0,37.0,218111.0,75400.0,9.0,0.0,0.0
9875.0,36,24.49,4,10,2,60000.0,1,27.78,0.0,732.0,1.0,8.0,77.3,14.0,181379.0,39100.0,1.0,0.0,0.0
10000.0,60,10.78,1,10,2,47500.0,0,20.09,0.0,732.0,0.0,10.0,44.2,21.0,154836.0,23400.0,1.0,0.0,0.0
20000.0,36,11.44,1,8,2,60000.0,1,18.13,1.0,692.0,0.0,4.0,52.0,10.0,23614.0,23600.0,1.0,0.0,0.0
3750.0,36,18.99,3,-1,0,18813.0,2,24.05,1.0,662.0,0.0,10.0,34.5,15.0,9637.0,11100.0,1.0,0.0,0.0
40000.0,36,8.99,1,10,2,90000.0,2,26.23,1.0,702.0,0.0,14.0,39.4,30.0,431829.0,117400.0,2.0,0.0,0.0
7200.0,36,9.75,1,1,2,300000.0,0,2.96,0.0,672.0,0.0,6.0,17.1,12.0,23854.0,7400.0,3.0,0.0,1.0
7500.0,36,11.99,2,5,2,33000.0,2,7.72,0.0,672.0,0.0,7.0,44.3,13.0,120843.0,6500.0,0.0,0.0,0.0
20000.0,36,7.89,0,-1,1,83704.0,2,13.48,0.0,747.0,0.0,15.0,20.5,29.0,26786.0,34000.0,4.0,0.0,1.0
22500.0,36,11.49,1,2,1,45000.0,0,19.92,0.0,712.0,0.0,8.0,88.4,17.0,137267.0,31000.0,1.0,0.0,0.0
5750.0,36,19.48,4,5,2,60000.0,0,19.66,0.0,662.0,0.0,11.0,48.9,18.0,45171.0,10000.0,3.0,0.0,0.0
5000.0,36,7.39,0,3,2,32000.0,2,8.63,1.0,702.0,0.0,15.0,15.7,31.0,145037.0,39400.0,3.0,0.0,0.0
5000.0,36,11.39,1,0,0,70000.0,1,9.33,0.0,662.0,0.0,8.0,71.1,10.0,26350.0,8300.0,5.0,0.0,0.0
21000.0,36,8.39,1,10,2,111000.0,0,12.66,1.0,677.0,0.0,11.0,56.9,25.0,376570.0,27200.0,3.0,0.0,0.0
18500.0,36,11.39,1,9,2,92000.0,0,30.6,0.0,677.0,0.0,8.0,87.8,26.0,386372.0,23800.0,1.0,0.0,0.0
12000.0,60,15.99,2,6,2,115000.0,0,12.29,0.0,687.0,2.0,9.0,17.8,25.0,19932.0,40600.0,7.0,0.0,0.0
13675.0,36,13.49,2,10,1,54000.0,0,34.2,0.0,707.0,3.0,18.0,22.7,37.0,34606.0,42600.0,6.0,0.0,0.0
3000.0,36,15.99,2,5,1,32000.0,1,14.4,0.0,707.0,0.0,4.0,68.6,8.0,8714.0,3800.0,0.0,0.0,0.0
4000.0,36,14.49,2,10,2,50000.0,0,25.95,0.0,717.0,0.0,15.0,35.2,23.0,249256.0,74200.0,5.0,0.0,0.0
4000.0,36,7.99,0,5,0,51000.0,1,34.71,0.0,707.0,1.0,32.0,27.0,39.0,44286.0,45225.0,3.0,0.0,0.0
15000.0,36,17.27,3,4,2,102000.0,12,38.64,0.0,702.0,0.0,26.0,73.5,36.0,238408.0,124500.0,1.0,0.0,0.0
1000.0,36,19.99,3,-1,0,45600.0,1,30.03,0.0,672.0,0.0,16.0,73.0,27.0,48932.0,20700.0,1.0,0.0,1.0
35000.0,36,7.24,0,10,2,130000.0,0,19.9,0.0,777.0,0.0,21.0,20.5,34.0,104107.0,112800.0,0.0,0.0,0.0
15000.0,36,9.75,1,1,0,68000.0,0,24.29,0.0,662.0,2.0,13.0,31.5,31.0,31886.0,20200.0,4.0,0.0,0.0
9425.0,36,18.25,3,6,0,26936.0,0,23.8,0.0,672.0,0.0,6.0,81.0,7.0,14210.0,12900.0,1.0,0.0,0.0
15000.0,60,15.99,2,5,0,45000.0,1,26.72,0.0,707.0,0.0,10.0,34.4,11.0,38583.0,39800.0,2.0,0.0,0.0
20000.0,36,8.59,0,6,1,110000.0,2,5.5,0.0,752.0,0.0,10.0,43.6,11.0,368503.0,24400.0,4.0,0.0,0.0
18000.0,60,17.97,3,10,2,55000.0,0,24.83,1.0,672.0,0.0,10.0,42.1,22.0,36148.0,8400.0,3.0,0.0,0.0
5000.0,36,11.47,1,-1,0,28000.0,0,5.06,0.0,722.0,1.0,5.0,31.0,7.0,4806.0,15500.0,3.0,0.0,0.0
6500.0,36,8.24,1,2,0,34000.0,0,7.69,0.0,677.0,0.0,5.0,42.5,16.0,5901.0,13900.0,0.0,0.0,0.0
17000.0,60,11.49,1,10,0,81000.0,0,10.06,0.0,687.0,1.0,9.0,47.5,36.0,76611.0,31700.0,3.0,0.0,0.0
4825.0,36,19.99,3,2,0,154000.0,11,1.57,0.0,702.0,2.0,19.0,0.1,29.0,76755.0,27800.0,4.0,0.0,0.0
10000.0,60,8.99,1,2,0,39000.0,0,22.28,0.0,692.0,0.0,22.0,5.0,53.0,33623.0,62387.0,4.0,0.0,1.0
3000.0,36,9.49,1,10,0,45000.0,5,26.03,0.0,722.0,0.0,15.0,33.7,31.0,30907.0,30000.0,2.0,0.0,0.0
8000.0,36,11.99,2,1,0,35000.0,0,11.35,0.0,687.0,0.0,12.0,86.5,26.0,38206.0,9100.0,0.0,0.0,0.0
29100.0,60,11.99,2,4,2,84000.0,0,31.04,0.0,717.0,0.0,11.0,43.8,28.0,320867.0,32500.0,2.0,0.0,0.0
